news_id,Title,Date,Tags,URL,Classification,Justification,Cable Name,Countries Involved
137,"GCX, E-marine Repair Falcon Submarine Cable",2020-08-25T10:03:52-04:00,"Emarine, Falcon, GCX, Global Cloud Xchange, repair, submarine cable",https://subtelforum.com/gcx-e-marine-repair-falcon-submarine-cable/,Human Activity,"The article discusses the repair of the submarine cable FALCON due to faults, which were addressed by human-led efforts involving mobilization of repair vessels, coordination with authorities, and transportation of additional kits. The cause of the incident is attributed to operational faults requiring human intervention, not natural events, geopolitical actions, or aging.",Unknown,Unknown
138,Submarine Cable Glitch Slows Internet in Bangladesh,2020-08-10T10:01:10-04:00,"Bangladesh, cable fault, Internet, Outage, SEAMEWE 5, submarine cable",https://subtelforum.com/submarine-cable-glitch-slows-internet-in-bangladesh/,Human Activity,"The issue is caused by a technical glitch in the power supply to the submarine cable, which is being repaired, indicating human-related maintenance or operational failure.",Unknown,Bangladesh
139,Somalia Internet Restored Temporarily,2020-07-28T11:00:16-04:00,"Africa, cable fault, EASSy, Somalia, submarine cable",https://subtelforum.com/somalia-internet-restored-temporarily/,Human Activity,"The article describes a fault in the Eastern Africa Submarine Cable System (EASSy) that required a temporary switch and repair by an e-marine vessel, but it does not attribute the fault to geopolitical actions, environmental events, or aging. The phrasing suggests an incident requiring human intervention (e.g., repair vessel mobilization) without specifying natural or sabotage causes, implying accidental or operational issues.",EASSy,Somalia
140,Internet Back to Normal in Vietnam As Cable Fixed,2020-06-30T11:24:02-04:00,"APG, cable fault, maintenance, submarine cable, Vietnam",https://subtelforum.com/internet-back-to-normal-in-vietnam-as-cable-fixed/,Human Activity,"The article mentions repairs to the Asia Pacific Gateway (APG) cable and disruptions to other cables (AAE-1 and AAG), but does not specify natural causes or aging as the reason. The focus is on repairs and disruptions, which typically result from human-related activities such as construction, fishing, or shipping accidents.",Unknown,Vietnam
141,"Cable Faults Impact Internet in Vietnam, Cambodia & Laos",2020-06-03T10:12:42-04:00,"AAG, APG, cable fault, Cambodia, Internet, Laos, Vietnam, VNPT",https://subtelforum.com/cable-faults-impact-internet-in-vietnam-cambodia-laos/,Aging,"The article highlights repeated failures in the Asia-Pacific Gateway (APG) and Asia America Gateway (AAG) cables, noting their age (""almost 12-year-old"") and history of faults (""fourth this year,"" ""equally trouble plagued""). The focus is on degradation and maintenance issues rather than external causes like human activity, environmental factors, or geopolitical conflict.","AAG, APG","Laos, Cambodia, Vietnam"
142,Telecom Disruptions Caused by DNS Issues,2020-06-01T09:29:53-04:00,"AITI, Brunei, DNS, SJC, submarine cable, UNN",https://subtelforum.com/telecom-disruptions-caused-by-dns-issues/,Human Activity,"The disruption was caused by a power outage at one of UNN's sites, which is a technical issue related to human-managed infrastructure. Additionally, the undersea cable failure on the Southeast Asia-Japan Cable System (SJC) is likely due to operational or maintenance issues, as the article mentions restoration works by consortium partners.",Unknown,"Brunei, SJC"
143,Vietnam Internet Speed Sluggish Till Early June,2020-05-21T14:01:26-04:00,"AAG, cable fault, Internet, slow internet, Vietnam",https://subtelforum.com/vietnam-internet-speed-sluggish-till-early-june/,Aging,"The article highlights that the AAG undersea cable is ""disaster-prone"" and has experienced ""frequent ruptures and repairs,"" along with past technical issues requiring lengthy repairs. These recurring problems suggest the cable's degradation or aging infrastructure is the primary cause, rather than human activity, environmental factors, or geopolitical actions.",AAG,Vietnam
144,"Maintenance of Asia-America submarine cable completed, connectivity fully restored",2020-04-21T12:39:07-04:00,"AAG, cable fault, China, Internet, repair, submarine cable, Telekom Malaysia, U.S.",https://subtelforum.com/maintenance-of-asia-america-submarine-cable-completed-connectivity-fully-restored/,Aging,"The article explicitly mentions ""planned preventive maintenance works"" on the Asia-America Gateway (AAG) submarine cable network, which indicates issues related to aging, degradation, or routine upkeep of the cable.",AAG,"China, U.S."
145,Telekom Malaysia Restores International Capacity,2020-04-13T12:56:03-04:00,"APCN2, cable fault, Connectivity, Internet, submarine cable, Telekom Malaysia",https://subtelforum.com/telekom-malaysia-restores-international-capacity/,Unknown,No reason provided,Unknown,Unknown
146,AAG Submarine Cable Repair to Take Two More Weeks,2020-04-10T11:00:03-04:00,"AAG, cable fault, slow internet, submarine cable, Vietnam",https://subtelforum.com/aag-submarine-cable-repair-to-take-two-more-weeks/,Aging,"The article highlights frequent ruptures and repairs of the AAG undersea cable, which has a history of technical problems and disruptions, indicating degradation or maintenance issues due to its age and operational wear.",AAG,Vietnam
147,APCN2 Submarine Cable Has Been Damaged,2020-04-10T10:18:34-04:00,"APCN-2, cable fault, Malaysia, slow internet, submarine cable, Telekom Malaysia",https://subtelforum.com/apcn2-submarine-cable-has-been-damaged/,Human Activity,"The article mentions faults detected in the submarine cables but does not attribute the cause to natural events, geopolitical actions, or aging. The focus is on mitigation efforts and traffic rerouting, which suggests a probable maintenance or accidental cause.",Unknown,Malaysia
148,WACS Submarine Cable Outage Resolved,2020-04-06T11:00:03-04:00,"cable fault, Internet, Outage, repair, SA NREN, submarine cable, WACS",https://subtelforum.com/wacs-submarine-cable-outage-resolved/,Human Activity,"The article mentions that repairs were conducted on the WACS cable, and a vessel was dispatched to fix it, indicating human intervention was required to address the issue. There is no mention of natural events, geopolitical actions, or aging as the cause.",Unknown,WACS
149,New Undersea Cable Disruption Impacts Vietnam Internet,2020-04-03T11:24:38-04:00,"AAG, cable fault, disruption, Internet, slow internet, Vietnam",https://subtelforum.com/new-undersea-cable-disruption-impacts-vietnam-internet/,Aging,"The article mentions that the AAG undersea cable, which was connected in 2009 and handles a significant portion of Vietnam's international internet traffic, suffered a disruption. The context suggests a technical problem without attributing it to human activity, environmental factors, or geopolitical issues, pointing to aging infrastructure as the likely cause.",AAG,Vietnam
150,"SAT-3, WACS Suffer New Cable Fault",2020-03-30T10:21:27-04:00,"cable fault, Ile d'Aix, Leon Thevenin, SAT-3, submarine cable, WACS",https://subtelforum.com/sat-3-wacs-suffer-new-cable-fault/,Environmental,"The cable breaks are attributed to intense pressure from heavy sediment carried by turbulent waters from the Congo River, which is a natural environmental phenomenon.",Unknown,WACS
151,Subsea Cable Damage Claims: The Legal Approach,2020-03-17T16:00:30-04:00,"cable fault, legal, submarine cable, submarine cable damage",https://subtelforum.com/subsea-cable-damage-claims-the-legal-approach/,Human Activity,"The article explicitly identifies fishing vessels and ship anchors as the primary causes of subsea cable damage, accounting for a significant proportion of incidents.",Unknown,Unknown
152,"New SAT-3 Cable Fault Affects Angola, Gabon",2020-03-16T11:20:37-04:00,"Africa, Angola, cable fault, Gabon, Internet, SAT-3, submarine cable",https://subtelforum.com/new-sat-3-cable-fault-affects-angola-gabon/,Human Activity,"The article mentions a cable break causing service interruptions, which is typically caused by human activities such as fishing, ship anchors, or construction, rather than natural events or geopolitical actions.",Unknown,Angola
153,Shunt Faults on Seacom and WACS,2020-03-13T13:55:14-04:00,"Africa, cable fault, SEACOM, shunt fault, submarine cable, WACS",https://subtelforum.com/shunt-faults-on-seacom-and-wacs/,Aging,"The article describes shunt faults on the Seacom and WACS submarine cable systems, which occur due to damaged insulation exposing the metallic core to seawater. This type of fault is indicative of degradation or wear over time, aligning with the Aging category.",SEACOM,WACS
154,"WACS, SAT-3 Submarine Cables Fully Restored",2020-02-19T10:12:17-05:00,"Africa, cable fault, Leon Thevenin, Openserve, repairs, SAT3, WACS",https://subtelforum.com/wacs-sat-3-submarine-cables-fully-restored/,Environmental,"The article mentions ""freak simultaneous submarine cable breaks"" and describes repairs being conducted at multiple break locations, suggesting natural or unforeseen events rather than human or geopolitical actions. The focus is on restoration efforts without indication of sabotage or human error.",Unknown,WACS
155,"SAT3, WACS Repairs Face Further Delay",2020-02-14T11:00:28-05:00,"Leon Thevenin, Openserve, repair, SAT3, South Africa, WACS",https://subtelforum.com/sat3-wacs-repairs-face-further-delay/,Human Activity,"The article discusses delays in cable repairs due to unfavorable sea conditions affecting the repair vessel and crew, which are human-managed activities. The cause is related to the operational challenges faced during the repair process, not natural events, geopolitical actions, or aging infrastructure.",Unknown,"WACS, South Africa"
156,"WACS Breakage Caused by Dense, Heavy Sediment",2020-02-10T09:21:06-05:00,"cable faults, maintenance, WACS",https://subtelforum.com/wacs-breakage-caused-by-dense-heavy-sediment/,Environmental,"The breakage was caused by the cable being trapped under heavy sediment due to turbulent waters in a submarine canyon, which is a natural environmental event.",Unknown,Unknown
157,WACS Repairs Finish Ahead of Schedule,2020-02-07T11:49:11-05:00,"cable fault, Internet, maintenance, SANReN, South Africa, TENET, WACS",https://subtelforum.com/wacs-repairs-finish-ahead-of-schedule/,Human Activity,"The article discusses repairs to breaks in submarine fiber cables (WACS and SAT-3), which are likely caused by human activities such as shipping, fishing, or construction, rather than natural events or geopolitical actions.",Unknown,"WACS, South Africa"
158,Repairs to Vietnam Submarine Cables Rescheduled,2020-02-05T10:14:45-05:00,"AAE-1, cable fault, Intra-Asia, submarine cable, Tata, TGN, Vietnam",https://subtelforum.com/repairs-to-vietnam-submarine-cables-rescheduled/,Aging,"The article discusses repair work on undersea cables (Tata TGN-Intra Asia and Asia-Africa-Europe 1) being delayed, indicating issues related to maintenance or degradation over time, not geopolitical, human activity, or environmental causes.",Unknown,"AAE-1, Vietnam"
159,Repairs Underway to Fix South Africaâs Slow Internet,2020-01-29T10:21:02-05:00,"cable faults, SAT3, South Africa, WACS",https://subtelforum.com/repairs-underway-to-fix-south-africas-slow-internet/,Human Activity,"The article discusses repairs being carried out on broken submarine cables (SAT-3/WASC and WACS) by the ship Leon Thevenin, indicating damage likely caused by human-related activities such as shipping, fishing, or anchoring. There is no mention of natural events, geopolitical actions, or aging as the cause.",Unknown,"WACS, South Africa"
160,WACS and SAT3 Reconnect with Cameroon,2020-01-27T14:00:14-05:00,"cable fault, Cameroon, MTN, Orange, SAT3, WACS",https://subtelforum.com/wacs-and-sat3-reconnect-with-cameroon/,Human Activity,"The article mentions a rupture of the WACS and SAT3 submarine cables but does not attribute it to geopolitical conflict, environmental factors, or aging. The focus is on operational disruptions and repairs, suggesting a likely accidental or human-caused incident (e.g., shipping, fishing, or construction damage).",Unknown,WACS
161,Cable Ship Leon Thevenin Heads to Angola,2020-01-23T15:30:24-05:00,"Angola, cable repair, Leon Thevenin, maintenance, SAT3, WACS",https://subtelforum.com/cable-ship-leon-thevenin-heads-to-angola/,Environmental,"The cable break was caused by weather conditions, which delayed the repair mission and affected the cables. The article explicitly mentions delays due to weather, implying natural environmental factors as the cause.",Unknown,WACS
162,"WACS, SAT3 CLS Fault Disrupts African Telecoms",2020-01-20T14:30:20-05:00,No tags,https://subtelforum.com/wacs-sat3-cls-fault-disrupts-african-telecoms/,Human Activity,"The incident is caused by a cut in the WACS and SAT3 submarine cables, which is likely due to human activities such as fishing, ship anchors, or construction work, as no natural disaster or geopolitical conflict is mentioned.",Unknown,Unknown
163,African Countries Affected by FALCON Cable Cut,2020-01-17T06:00:50-05:00,"Africa, Falcon, FLAG, GCX",https://subtelforum.com/african-countries-affected-by-falcon-cable-cut/,Human Activity,"The probable cause was identified as an anchor drag by a large merchant vessel, indicating accidental damage due to shipping activity.",Unknown,Unknown
164,Cable Cut Causes Yemen Internet Outage,2020-01-14T09:59:39-05:00,"cable fault, Falcon, internet outage, Yemen",https://subtelforum.com/cable-cut-causes-yemen-internet-outage/,Human Activity,"The article mentions the severing of the Falcon submarine cable, which is typically caused by human activities such as fishing, ship anchors, or construction, rather than natural events or geopolitical actions.",Unknown,Yemen
165,Vietnam Cables to be Repaired by Next Month,2020-01-10T10:04:28-05:00,"AAE-1, AAG, cable fault, Intra-Asia, repairs, Vietnam",https://subtelforum.com/vietnam-cables-to-be-repaired-by-next-month/,Aging,"The article mentions multiple disruptions in undersea cables (AAG, AAE-1, IA) due to technical problems and breakdowns, with some cables installed as far back as 2009, indicating degradation over time.",AAG,"AAE-1, Vietnam"
166,AAE-1 Submarine Cable Fault Slows Pakistani Internet,2019-12-16T10:46:59-05:00,"AAE-1, cable fault, I-ME-WE, Pakistan, PTCL, SEA-ME-WE 4, submarine cable",https://subtelforum.com/aae-1-submarine-cable-fault-slows-pakistani-internet/,Human Activity,"The article mentions a ""technical fault"" in the submarine cables AAE-1, IMEWE, and SEAMEWE 4, which suggests an operational or maintenance issue rather than natural causes, geopolitical actions, or aging. The term ""technical fault"" typically implies human-related causes such as accidental damage during maintenance, construction, or other human activities.",Unknown,"AAE-1, Pakistan"
167,Pakistan Internet Restored After Submarine Cable Fault,2019-10-30T11:47:05-04:00,"cable fault, IMEWE, Internet, Pakistan, PTCL, SEA-ME-WE 4, SMW4",https://subtelforum.com/pakistan-internet-restored-after-submarine-cable-fault/,Aging,"The article mentions faults developing in two international submarine cables (SMW4 and IMEWE) without any indication of external causes like human activity, environmental events, or geopolitical actions. The focus is on technical faults and restoration, suggesting degradation or aging infrastructure as the likely cause.",Unknown,Pakistan
168,Submarine Cable Fault Disrupts Pakistan Internet,2019-10-29T15:24:16-04:00,"cable fault, fiber optic, Internet, Outage, Pakistan, PTCL, submarine cable",https://subtelforum.com/submarine-cable-fault-disrupts-pakistan-internet/,Environmental,"The article attributes the internet service disruption to a technical fault in an international submarine cable caused by Cyclone Kyarr in the Arabian Sea, which is a natural event.",Unknown,Pakistan
169,Seacom Suffers Outage Affecting Services in Europe,2019-10-23T10:14:46-04:00,"Europe, Fiber, fiber optic, Outage, SEACOM, South Africa, submarine cable",https://subtelforum.com/seacom-suffers-outage-affecting-services-in-europe/,Human Activity,"The article mentions an outage on the Seacom submarine cable system but does not attribute it to geopolitical actions, environmental events, or aging. The lack of a specified cause suggests a possible human-related incident, such as accidental damage during maintenance or operations.",Unknown,"South Africa, SEACOM"
170,Major Perth to Singapore Submarine Cable Cut,2019-09-20T11:35:55-04:00,"Cable, Optus, Perth, SEA-ME-WE 3, singapore, Telstra",https://subtelforum.com/major-perth-to-singapore-submarine-cable-cut/,Aging,"The article mentions that the SEA-ME-WE 3 cable has a long record of outages and highlights a previous problem between the same repeaters, suggesting persistent reliability issues due to degradation or aging infrastructure.",Unknown,Perth
171,China-US Submarine Cables to Be Recovered,2019-09-11T10:03:46-04:00,"AT&T, Cables, Cape Arago, China, M/V Layla, M/V Pacific Eagle, Mertech Marine, OFCC, Oregon Fishermen's Cable Committee, US, Whiskey Run",https://subtelforum.com/china-us-submarine-cables-to-be-recovered/,Aging,"The article discusses the recovery of out-of-service submarine cables, specifically the CHUS cables, which are being recycled due to their decommissioned status. The focus is on the repurposing of old cables, indicating degradation or end-of-life status rather than damage from external causes like human activity, environmental factors, or geopolitical issues.",Unknown,"China, US"
172,Optical Fibre Company Repairs Undersea Cable Facility,2019-09-09T11:30:47-04:00,"Bharat-Lanka, Bharat-Lanka Undersea Cable System, BLCS, Cable, Delhi, Dhruv Aggarwal, fibre, India, Paramount Communication Limited, PCL, singapore, Sri Lanka, Tuticorin",https://subtelforum.com/optical-fibre-company-repairs-undersea-cable-facility/,Human Activity,"The cable damage was repaired near Tuticorin shores, and the article mentions the risky area of 0 to 20-meter water depth where external aggressions (likely human activities like fishing or anchoring) are a concern. The repair and protection mechanisms (rock trench and cementing) also suggest human intervention to mitigate such risks.",Unknown,"Sri Lanka, India, Delhi, singapore"
173,"Internet Slower in Vietnam, Cable Repairs Delayed",2019-09-03T10:23:18-04:00,"AAG, Asia America Gateway, Cable, Internet, Vietnam",https://subtelforum.com/internet-slower-in-vietnam-cable-repairs-delayed/,Unknown,"Failed to classify due to OpenRouter API error: HTTPSConnectionPool(host='openrouter.ai', port=443): Read timed out.",Unknown,"AAG, Vietnam"
174,AAG Cable Fault Impacts Vietnam Internet Again,2019-08-26T09:38:37-04:00,"AAG, Cable, Internet, Vietnam",https://subtelforum.com/aag-cable-fault-impacts-vietnam-internet-again/,Aging,"The article highlights that the AAG undersea cable has been prone to disruptions and frequent repairs since its deployment in 2009, with the current issue attributed to a 'shunting fault,' which suggests degradation or wear over time.",AAG,Vietnam
175,Tele Greenland Repairs Breach of Cable to South,2019-08-23T12:00:26-04:00,"Cable, Greenland, Narsarmijit, Paamiut, Tele Greenland, Tele-Post Greenland",https://subtelforum.com/tele-greenland-repairs-breach-of-cable-to-south/,Environmental,"The article mentions that weather hampered the repair process, implying that environmental factors likely contributed to the cable break.",Unknown,"Tele Greenland, Narsarmijit, Paamiut, Greenland"
176,Vietnam Internet Back to Normal As Cable Fixed,2019-06-10T10:24:46-04:00,"APG, Asia Pacific Gateway, Cable, Internet, Vietnam",https://subtelforum.com/vietnam-internet-back-to-normal-as-cable-fixed/,Aging,"The article mentions that the APG cable, installed in 2017, has had technical problems four times in the same year, indicating repeated failures likely due to degradation or wear over time.",Unknown,Vietnam
177,Globe Services in Visayas and Mindanao Interrupted Due to Cut Submarine Cables,2019-06-04T13:45:39-04:00,"Cables, Globe, Mindanao, Philippines, Visayas",https://subtelforum.com/globe-services-in-visayas-and-mindanao-interrupted-due-to-cut-submarine-cables/,Human Activity,"The article mentions ""cut submarine cables"" causing service interruptions, which suggests physical damage likely due to human activities such as fishing, shipping, or construction, rather than natural events or aging.",Unknown,"Philippines, Mindanao"
178,PNG DataCo Working on Cable Outage,2019-05-28T16:30:51-04:00,"DataCo, Kumul, Kumul Submarine Cable, Papua New Guinea, Paul Komboi, PNG, SPMMA",https://subtelforum.com/png-dataco-working-on-cable-outage/,Environmental,"The cable breaks were directly caused by an earthquake in Morobe Province, which is a natural event.",Unknown,Unknown
179,Vietnam Internet Speed Affected as Cable Breaks,2019-05-28T15:30:44-04:00,"APG, Asia Pacific Gateway, Cable, cable fault, Internet, Vietnam",https://subtelforum.com/vietnam-internet-speed-affected-as-cable-breaks/,Human Activity,"The article mentions multiple instances of cable breaks, including the current one, without attributing the cause to natural events or geopolitical actions. The repeated nature of the breaks suggests human-related activities such as fishing, shipping, or construction as the likely cause, rather than aging or environmental factors.",Unknown,Vietnam
180,Tele Greenland Announces Cable Breach Repair in North,2019-05-10T12:12:16-04:00,"Cable, Greenland, Sisimiut, Tele Greenland",https://subtelforum.com/tele-greenland-announces-cable-breach-repair-in-north/,Human Activity,"The article mentions repairs to a damaged submarine cable and the involvement of specialists to ascertain the cause of the breach, which suggests an incident likely caused by human activities such as fishing, ship anchors, or construction rather than natural events or geopolitical actions.",Unknown,"Sisimiut, Greenland"
181,Slow Internet Likely in Bangladesh as Storm Delays Work,2019-05-07T18:00:00-04:00,"Bangladesh, Bangladesh Submarine Cable Company, BSCCL, Cox's Bazar, SEA-ME-WE 4",https://subtelforum.com/slow-internet-likely-in-bangladesh-as-storm-delays-work/,Environmental,"The article states that the maintenance work on the SEA-ME-WE-4 cable was delayed due to a cyclonic storm (Fani), which is a natural environmental event. The primary cause of the disruption is the storm, not human activity or aging.",Unknown,Bangladesh
182,Tele Greenland to Start Repairs in Early May,2019-05-07T14:00:00-04:00,"Greenland, Greenland Connect, Greenland Connect North, Tele Greenland",https://subtelforum.com/tele-greenland-to-start-repairs-in-early-may/,Human Activity,"The article mentions repairs being carried out on broken submarine cables, which implies damage likely caused by human-related activities such as shipping, fishing, or construction, rather than natural events or geopolitical actions.",Greenland Connect,Greenland
183,APG Submarine Cable System Under Maintenance,2019-03-15T15:28:17-04:00,"APG, Asia Pacific Gateway, Malaysia, Vietnam, VnExpress",https://subtelforum.com/apg-submarine-cable-system-under-maintenance/,Aging,"The article mentions that the APG submarine cable system has broken down twice since its launch in 2016, indicating degradation or wear over time. The focus is on repairs and outages linked to the cable's operational lifespan rather than external causes like human activity, environmental events, or geopolitical conflicts.",Unknown,"Malaysia, Vietnam"
184,"Tele Greenland Repairs One Cable Break, Finds Another",2019-03-14T10:32:24-04:00,"Aasiaat, cable fault, fault, Greenland, Kristian Davidsen, Sisimiut, Tele Greenland",https://subtelforum.com/tele-greenland-repairs-one-cable-break-finds-another/,Environmental,"The cable breaks are attributed to ice preventing repairs and stormy weather hindering repair efforts, indicating natural environmental conditions as the primary cause.",Unknown,"Sisimiut, Greenland"
185,SubCom Reliance Completes Repair of Tonga Cable,2019-02-15T16:31:44-05:00,"Cable, Edwin Liava'a, Reliance, SPMMA, SubCom, Tonga",https://subtelforum.com/subcom-reliance-completes-repair-of-tonga-cable/,Human Activity,"The article mentions that the Tonga Cable and the Tonga Domestic Cable were damaged, and repairs were carried out by a cable ship. While the exact cause of the damage is not specified, the involvement of human-led repair efforts and the absence of natural disaster or geopolitical conflict indicators suggest human activity (e.g., accidental damage, fishing, or shipping) as the likely cause.",Unknown,Tonga
186,Tonga Has Cable Connection to Outside World Restored,2019-02-04T15:30:22-05:00,"Cable, Connection, Digicel, Edwin Liava'a, Ezinet, Kacific, Spark, Tonga",https://subtelforum.com/tonga-has-cable-connection-to-outside-world-restored/,Human Activity,"The cable failure was caused by physical faults (""the cable had originally fallen over"") and subsequent issues requiring splicing, which implies human intervention or accidental damage rather than natural or geopolitical causes.",Unknown,"Kacific, Spark, Tonga, Ezinet"
187,Tonga Telecommunications Could Be Down a Month,2019-01-25T14:03:36-05:00,"Don Wiseman, Sione Veikoso, Telecommunications, Tonga, Tonga Communications Corporation",https://subtelforum.com/tonga-telecommunications-could-be-down-a-month/,Human Activity,"The article mentions the severing and damage of submarine cables, which are likely caused by human activities such as shipping, fishing, or construction, rather than natural events, aging, or geopolitical actions.",Unknown,Tonga
188,Tele Greenland Finds Cable Break South of Sisimiut,2019-01-24T13:30:21-05:00,"Cable, Greenland, Sisimut, Tele Greendland",https://subtelforum.com/tele-greenland-finds-cable-break-south-of-sisimiut/,Human Activity,"The article mentions faults and breaks in submarine cables, with no indication of natural events, geopolitical actions, or aging as the cause. The lack of available cable ships for repairs suggests human logistical challenges, likely related to maintenance or accidental damage.",Unknown,"Sisimut, Greenland"
189,Tele Greenland Submarine Cable Fault North of Maniitsoq,2019-01-24T10:45:50-05:00,"Cable, Greenland, Maniitsoq, Tele Greenland",https://subtelforum.com/tele-greenland-submarine-cable-fault-north-of-maniitsoq/,Aging,"The article mentions a fault discovered on the submarine cable system without attributing the cause to geopolitical actions, human activity, or environmental events. The focus on the fault and the need for investigation and rerouting suggests degradation or maintenance issues.",Unknown,Greenland
190,Tonga Fibre-optic Cable Outage Relieved by Satellite,2019-01-21T18:45:54-05:00,"Cable, Outage, satellite, Tonga",https://subtelforum.com/tonga-fibre-optic-cable-outage-relieved-by-satellite/,Human Activity,"The article mentions that Tonga Cable is carrying out repairs, indicating that the outage is likely due to human-related activities such as maintenance or accidental damage during operations, rather than natural events, geopolitical actions, or aging infrastructure.",Unknown,Tonga
191,Vietnam Internet Slow After Undersea Cable Rupture,2019-01-14T11:26:54-05:00,"cable fault, Intra-Asia, Vietnam, Viettel",https://subtelforum.com/vietnam-internet-slow-after-undersea-cable-rupture/,Aging,"The article mentions that the Intra Asia (IA) cable system was officially launched in November 2009, indicating it is over 15 years old, and disruptions are described as ""unfortunately common,"" suggesting degradation due to age.",Unknown,"Viettel, Vietnam"
192,Tele Greenland Says Cable to Iceland Breaks,2019-01-03T14:00:22-05:00,"Cable, Greenland, Iceland, Tele Greenland",https://subtelforum.com/tele-greenland-says-cable-to-iceland-breaks/,Human Activity,"The cable break was caused by the need for a cable ship to ""fish up"" the line, indicating human intervention or accidental damage during operations, rather than natural events, geopolitical actions, or aging.",Unknown,"Iceland, Greenland"
193,SEA-ME-WE 3 Repairs in India Underway,2018-12-13T10:55:05-05:00,"India, SEA-ME-WE 3, VSNL",https://subtelforum.com/sea-me-we-3-repairs-india/,Human Activity,"The cable rupture was caused by piling for a flyover construction project, which is a direct result of human construction activity.",Unknown,India
194,Basslink Report Says Outage Cause Unknown,2018-12-07T10:18:15-05:00,"Basslink, Hydro Tasmania, Outage, Tasmania",https://subtelforum.com/basslink-report-outage-unknown/,Aging,"The article discusses an unresolved dispute over the cause of the Basslink subsea cable failure, with Basslink arguing it was a ""force majeure event"" and no clear cause like human activity, environmental factors, or geopolitical issues identified. The unknown cause and the focus on contractual disputes and arbitration suggest aging or degradation as the likely underlying issue.",Unknown,Unknown
195,Virgin Media Files Cases Against Fishermen in High Court,2018-11-07T10:42:45-05:00,"Court, Fishermen, legal, Media, Virgin Media",https://subtelforum.com/virgin-media-files-cases-fishermen/,Human Activity,"The incident was caused by fishing trawlers snagging and damaging underwater cables, which is a direct result of human activity (fishing operations). The article explicitly mentions the damage was incurred by the trawlers and highlights similar past incidents involving fishing vessels.",Unknown,Unknown
196,Angola WACS Submarine Cable Damaged,2018-09-24T10:40:56-04:00,"Africa, Angola, Cable, WACS",https://subtelforum.com/angola-wacs-submarine-cable-damage/,Human Activity,"The cable cuts are attributed to unspecified human activity, as the article does not mention natural causes, geopolitical conflicts, or aging as the reason for the damage.",Unknown,WACS
197,SEA-ME-WE 3 Submarine Cable Fixed,2018-09-19T09:14:12-04:00,"Cable, cable faults, India, Kochi, M Sivasankar, repairs, SEA-ME-WE 3, submarine",https://subtelforum.com/sea-me-we-3-submarine-cable-fixed/,Human Activity,"The damage to the SEA-ME-WE 3 cable was caused by construction work on an overbridge, which is a direct result of human activity.",Unknown,"Kochi, India"
198,Vocus Indicates Possible Sea-Me-We 3 Cable Fault,2018-09-04T13:27:51-04:00,"Australia, Cable, cable faults, Perth, SEA-ME-WE 3, singapore, Vocus",https://subtelforum.com/vocus-sea-me-we3-cable-fault/,Unknown,Failed to scrape article.,Unknown,"Australia, Perth"
199,Basslink Interconnector Is Back After Two-Month Outage,2018-06-06T10:48:32-04:00,"Basslink, Malcolm Eccles, Tasmania",https://subtelforum.com/basslink-interconnector-back/,Human Activity,"The damage to the Basslink Interconnector subsea cable was caused by a third-party contractor during routine maintenance, which clearly indicates human involvement in the incident.",Unknown,Unknown
200,Vietnam Internet Returns To Normal After AAG Repairs,2018-06-05T11:43:45-04:00,"AAG, Internet, Vietnam, VNPT",https://subtelforum.com/aag-repairs-vietnam-internet-normal/,Aging,"The article highlights frequent breakdowns and technical problems with the Asia America Gateway (AAG) cable, which has been in operation since 2009. It mentions a ""very high"" risk of rupture, frequent repairs, and multiple incidents of signal loss, all of which point to degradation and aging infrastructure as the primary cause.",AAG,Vietnam
201,TE SubCom Signs South Pacific Maintenance Agreement,2018-06-05T11:25:13-04:00,"Chris Carobene, Pacific, SPMMA, SubCom, TE, TE SubCom",https://subtelforum.com/te-subcom-south-pacific-maintenance-agreement/,Aging,"The article primarily discusses a maintenance agreement for submarine cable systems, emphasizing the need for ongoing upkeep and investment in aging infrastructure to meet evolving operator demands.",Unknown,TE
202,Basslink Interconnector Restoration Delayed Yet Again,2018-05-25T13:30:46-04:00,"Basslink, Malcolm Eccles",https://subtelforum.com/basslink-interconnector-restoration-delayed/,Human Activity,"The delay in returning the Basslink Interconnector to service is caused by third-party damage to equipment during routine maintenance work, indicating human involvement rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
203,Internet Slows For SEA-ME-WE 4 Undersea Cable Repair,2018-05-25T12:30:31-04:00,"Bangladesh, Bangladesh Submarine Cable Company, BSCCL, Mashiur Rahman, SEA-ME-WE 4. Internet",https://subtelforum.com/internet-slows-sea-me-we-4-repair/,Aging,"The article explicitly mentions ongoing maintenance work on the SEA-ME-WE 4 submarine cable, which is causing slow internet in Bangladesh. Maintenance work is typically associated with aging infrastructure, degradation, or the need for updates to old cables.",Unknown,Bangladesh
204,Orange’s Ivory Coast Network to Be Restored Next Week After Fire,2018-05-17T10:38:39-04:00,"Abidjan, Fanta Sidibe, Ivory Coast, Orange",https://subtelforum.com/oranges-ivory-coast-network-restored/,Geopolitical,"The article mentions that a police investigation found ""sabotage"" as the likely cause of the fire at the submarine cable station, along with a cut cable and a ladder found at the scene, indicating intentional human interference with geopolitical motives.",Unknown,"Abidjan, Ivory Coast"
